regime,policy,episode,total_return,service_level,avg_on_hand,holding_cost,penalty_cost
seasonal,q_learning_ip,33,2537.0000,0.9639,10.9038,567.0000,100.0000
seasonal,q_learning_ip,34,2351.0000,0.9589,11.8654,617.0000,110.0000
seasonal,q_learning_ip,35,2287.0000,0.9784,12.0385,626.0000,55.0000
seasonal,q_learning_ip,36,2322.0000,0.9359,11.3269,589.0000,175.0000
seasonal,q_learning_ip,37,2285.0000,0.9900,12.4615,648.0000,25.0000
seasonal,q_learning_ip,38,2375.0000,0.9342,10.9615,570.0000,185.0000
seasonal,q_learning_ip,39,2448.0000,0.9737,11.4615,596.0000,70.0000
seasonal,q_learning_ip,40,2270.0000,0.9633,12.0962,629.0000,95.0000
seasonal,q_learning_ip,41,2253.0000,0.9526,11.8077,614.0000,125.0000
seasonal,q_learning_ip,42,2321.0000,0.9396,11.3846,592.0000,165.0000
seasonal,q_learning_ip,43,2023.0000,0.9405,12.9038,671.0000,150.0000
seasonal,q_learning_ip,44,2209.0000,0.9698,12.4615,648.0000,75.0000
seasonal,q_learning_ip,45,2384.0000,0.9788,11.7115,609.0000,55.0000
seasonal,q_learning_ip,46,2056.0000,0.9324,12.4423,647.0000,175.0000
seasonal,q_learning_ip,47,2297.0000,0.9763,11.7885,613.0000,60.0000
seasonal,q_learning_ip,48,2311.0000,0.9545,11.7885,613.0000,120.0000
seasonal,q_learning_ip,49,2370.0000,0.9864,12.2500,637.0000,35.0000
seasonal,q_learning_ip,50,2388.0000,0.9902,11.7500,611.0000,25.0000
seasonal,q_learning_ip,51,2243.0000,0.9666,12.3846,644.0000,85.0000
seasonal,q_learning_ip,52,2249.0000,0.9595,12.1923,634.0000,105.0000
seasonal,q_learning_ip,53,2216.0000,0.9741,12.4423,647.0000,65.0000
seasonal,q_learning_ip,54,2445.0000,0.9509,10.7308,558.0000,135.0000
seasonal,q_learning_ip,55,2132.0000,0.9775,12.9808,675.0000,55.0000
seasonal,q_learning_ip,56,2546.0000,0.9489,10.4423,543.0000,145.0000
seasonal,q_learning_ip,57,2053.0000,0.9633,12.9808,675.0000,90.0000
seasonal,q_learning_ip,58,2487.0000,0.9495,11.0577,575.0000,140.0000
seasonal,q_learning_ip,59,2109.0000,0.9508,12.7692,664.0000,125.0000
seasonal,q_learning_ip,60,2148.0000,0.9475,12.2885,639.0000,135.0000
seasonal,q_learning_ip,61,2194.0000,0.9609,12.5385,652.0000,100.0000
seasonal,q_learning_ip,62,2363.0000,0.9863,11.9231,620.0000,35.0000
seasonal,q_learning_ip,63,2085.0000,0.9730,13.0385,678.0000,65.0000
seasonal,q_learning_ip,64,2460.0000,0.9614,11.0192,573.0000,105.0000
seasonal,q_learning_ip,65,2385.0000,0.9423,11.0192,573.0000,160.0000
seasonal,q_learning_ip,66,2305.0000,0.9635,11.6538,606.0000,95.0000
seasonal,q_learning_ip,67,2146.0000,0.9753,13.0385,678.0000,60.0000
seasonal,q_learning_ip,68,2337.0000,0.9674,11.9615,622.0000,85.0000
seasonal,q_learning_ip,69,2327.0000,0.9691,12.0192,625.0000,80.0000
seasonal,q_learning_ip,70,2287.0000,0.9343,11.2500,585.0000,180.0000
seasonal,q_learning_ip,71,2306.0000,0.9530,11.7500,611.0000,125.0000
seasonal,q_learning_ip,72,2108.0000,0.9812,12.9423,673.0000,45.0000
seasonal,q_learning_ip,73,2074.0000,0.9789,13.1923,686.0000,50.0000
seasonal,q_learning_ip,74,2334.0000,0.9335,11.0577,575.0000,185.0000
seasonal,q_learning_ip,75,2072.0000,0.9653,13.4808,701.0000,85.0000
seasonal,q_learning_ip,76,2295.0000,0.9618,11.5962,603.0000,100.0000
seasonal,q_learning_ip,77,2035.0000,0.9628,13.2885,691.0000,90.0000
seasonal,q_learning_ip,78,2220.0000,0.9646,12.5000,650.0000,90.0000
seasonal,q_learning_ip,79,2047.0000,0.9421,12.6923,660.0000,145.0000
seasonal,q_learning_ip,80,2322.0000,0.9216,11.1538,580.0000,220.0000
seasonal,q_learning_ip,81,2358.0000,0.9712,11.5962,603.0000,75.0000
seasonal,q_learning_ip,82,2428.0000,0.9681,11.5962,603.0000,85.0000
seasonal,q_learning_ip,83,2364.0000,0.9605,11.7500,611.0000,105.0000
seasonal,q_learning_ip,84,2178.0000,0.9587,12.4038,645.0000,105.0000
seasonal,q_learning_ip,85,2148.0000,0.9776,13.2885,691.0000,55.0000
seasonal,q_learning_ip,86,1983.0000,0.9978,13.8077,718.0000,5.0000
seasonal,q_learning_ip,87,2431.0000,0.9343,10.7692,560.0000,185.0000
seasonal,q_learning_ip,88,2263.0000,0.9207,11.5962,603.0000,220.0000
seasonal,q_learning_ip,89,2103.0000,0.9242,12.0192,625.0000,200.0000
seasonal,q_learning_ip,90,2271.0000,0.9494,11.8462,616.0000,135.0000
seasonal,q_learning_ip,91,2232.0000,0.9723,12.3846,644.0000,70.0000
seasonal,q_learning_ip,92,2078.0000,0.9750,13.2692,690.0000,60.0000
seasonal,q_learning_ip,93,2391.0000,0.9521,11.1731,581.0000,130.0000
seasonal,q_learning_ip,94,1879.0000,0.9187,13.3462,694.0000,205.0000
seasonal,q_learning_ip,95,2133.0000,0.9548,12.4615,648.0000,115.0000
seasonal,q_learning_ip,96,2286.0000,0.9296,11.7115,609.0000,195.0000
seasonal,q_learning_ip,97,2239.0000,0.9722,12.4038,645.0000,70.0000
seasonal,q_learning_ip,98,2043.0000,0.9556,13.2885,691.0000,110.0000
seasonal,q_learning_ip,99,2078.0000,0.9632,13.0385,678.0000,90.0000
seasonal,q_learning_phase,0,2607.0000,0.9594,7.3654,383.0000,110.0000
seasonal,q_learning_phase,1,2308.0000,0.9937,9.6731,503.0000,15.0000
seasonal,q_learning_phase,2,2388.0000,0.9758,9.1538,476.0000,60.0000
seasonal,q_learning_phase,3,2797.0000,0.9853,7.5192,391.0000,40.0000
seasonal,q_learning_phase,4,2479.0000,0.9858,8.1154,422.0000,35.0000
seasonal,q_learning_phase,5,2339.0000,0.9979,9.7308,506.0000,5.0000
seasonal,q_learning_phase,6,2780.0000,0.9763,7.1346,371.0000,65.0000
seasonal,q_learning_phase,7,2645.0000,0.9700,7.2500,377.0000,80.0000
seasonal,q_learning_phase,8,2409.0000,0.9837,8.7500,455.0000,40.0000
seasonal,q_learning_phase,9,2571.0000,1.0000,8.8654,461.0000,0.0000
seasonal,q_learning_phase,10,2809.0000,0.9835,6.8462,356.0000,45.0000
seasonal,q_learning_phase,11,2603.0000,0.9826,8.1923,426.0000,45.0000
seasonal,q_learning_phase,12,2599.0000,0.9825,7.3077,380.0000,45.0000
seasonal,q_learning_phase,13,2763.0000,0.9797,7.1923,374.0000,55.0000
seasonal,q_learning_phase,14,2432.0000,0.9664,8.4038,437.0000,85.0000
seasonal,q_learning_phase,15,2507.0000,0.9692,8.6731,451.0000,80.0000
seasonal,q_learning_phase,16,2558.0000,0.9750,8.1731,425.0000,65.0000
seasonal,q_learning_phase,17,2493.0000,0.9487,8.7500,455.0000,140.0000
seasonal,q_learning_phase,18,2555.0000,0.9881,8.2500,429.0000,30.0000
seasonal,q_learning_phase,19,2864.0000,0.9872,6.8269,355.0000,35.0000
seasonal,q_learning_phase,20,2684.0000,0.9943,8.2115,427.0000,15.0000
seasonal,q_learning_phase,21,2513.0000,0.9863,9.0385,470.0000,35.0000
seasonal,q_learning_phase,22,2642.0000,0.9753,7.1346,371.0000,65.0000
seasonal,q_learning_phase,23,2607.0000,0.9716,7.7308,402.0000,75.0000
seasonal,q_learning_phase,24,2666.0000,0.9903,7.0962,369.0000,25.0000
seasonal,q_learning_phase,25,2529.0000,0.9960,8.6731,451.0000,10.0000
seasonal,q_learning_phase,26,2376.0000,0.9628,9.2500,481.0000,95.0000
seasonal,q_learning_phase,27,2731.0000,0.9655,7.0385,366.0000,95.0000
seasonal,q_learning_phase,28,2877.0000,0.9783,6.3269,329.0000,60.0000
seasonal,q_learning_phase,29,2499.0000,0.9783,8.3846,436.0000,55.0000
seasonal,q_learning_phase,30,2508.0000,0.9706,7.5577,393.0000,75.0000
seasonal,q_learning_phase,31,2759.0000,0.9777,6.4808,337.0000,60.0000
seasonal,q_learning_phase,32,2658.0000,0.9596,7.3846,384.0000,110.0000
seasonal,q_learning_phase,33,2834.0000,0.9711,6.0385,314.0000,80.0000
seasonal,q_learning_phase,34,2653.0000,0.9720,7.5385,392.0000,75.0000
seasonal,q_learning_phase,35,2448.0000,0.9764,8.7308,454.0000,60.0000
seasonal,q_learning_phase,36,2719.0000,0.9634,6.8654,357.0000,100.0000
seasonal,q_learning_phase,37,2570.0000,0.9980,7.8269,407.0000,5.0000
seasonal,q_learning_phase,38,2794.0000,0.9609,6.8462,356.0000,110.0000
seasonal,q_learning_phase,39,2660.0000,0.9737,7.3846,384.0000,70.0000
seasonal,q_learning_phase,40,2473.0000,0.9653,8.7885,457.0000,90.0000
seasonal,q_learning_phase,41,2603.0000,0.9772,7.8269,407.0000,60.0000
seasonal,q_learning_phase,42,2819.0000,0.9799,6.8462,356.0000,55.0000
seasonal,q_learning_phase,43,2519.0000,0.9881,8.8269,459.0000,30.0000
seasonal,q_learning_phase,44,2315.0000,0.9577,8.7692,456.0000,105.0000
seasonal,q_learning_phase,45,2490.0000,0.9615,7.7692,404.0000,100.0000
seasonal,q_learning_phase,46,2603.0000,0.9846,8.0192,417.0000,40.0000
seasonal,q_learning_phase,47,2496.0000,0.9744,7.7500,403.0000,65.0000
seasonal,q_learning_phase,48,2730.0000,0.9905,7.7500,403.0000,25.0000
seasonal,q_learning_phase,49,2621.0000,0.9864,7.4231,386.0000,35.0000
seasonal,q_learning_phase,50,2492.0000,0.9666,7.5962,395.0000,85.0000
seasonal,q_learning_phase,51,2612.0000,0.9961,8.4615,440.0000,10.0000
seasonal,q_learning_phase,52,2693.0000,0.9923,7.6346,397.0000,20.0000
seasonal,q_learning_phase,53,2547.0000,0.9980,8.6154,448.0000,5.0000
seasonal,q_learning_phase,54,2707.0000,0.9636,7.1731,373.0000,100.0000
seasonal,q_learning_phase,55,2460.0000,0.9959,8.5769,446.0000,10.0000
seasonal,q_learning_phase,56,2963.0000,0.9789,6.0192,313.0000,60.0000
seasonal,q_learning_phase,57,2362.0000,0.9857,9.3654,487.0000,35.0000
seasonal,q_learning_phase,58,2752.0000,0.9550,6.5962,343.0000,125.0000
seasonal,q_learning_phase,59,2559.0000,0.9921,8.5577,445.0000,20.0000
seasonal,q_learning_phase,60,2529.0000,0.9747,7.9231,412.0000,65.0000
seasonal,q_learning_phase,61,2387.0000,0.9667,9.4615,492.0000,85.0000
seasonal,q_learning_phase,62,2443.0000,0.9647,8.0577,419.0000,90.0000
seasonal,q_learning_phase,63,2417.0000,0.9917,8.1731,425.0000,20.0000
seasonal,q_learning_phase,64,2840.0000,0.9908,7.4808,389.0000,25.0000
seasonal,q_learning_phase,65,2842.0000,0.9766,6.6346,345.0000,65.0000
seasonal,q_learning_phase,66,2589.0000,0.9865,8.7308,454.0000,35.0000
seasonal,q_learning_phase,67,2382.0000,0.9815,9.1346,475.0000,45.0000
seasonal,q_learning_phase,68,2577.0000,0.9712,7.7692,404.0000,75.0000
seasonal,q_learning_phase,69,2667.0000,0.9942,8.2308,428.0000,15.0000
seasonal,q_learning_phase,70,2741.0000,0.9653,6.8846,358.0000,95.0000
seasonal,q_learning_phase,71,2733.0000,0.9850,7.1346,371.0000,40.0000
seasonal,q_learning_phase,72,2394.0000,0.9958,9.3077,484.0000,10.0000
seasonal,q_learning_phase,73,2336.0000,0.9958,9.4615,492.0000,10.0000
seasonal,q_learning_phase,74,2828.0000,0.9748,6.4231,334.0000,70.0000
seasonal,q_learning_phase,75,2384.0000,0.9918,9.8462,512.0000,20.0000
seasonal,q_learning_phase,76,2675.0000,0.9866,7.8077,406.0000,35.0000
seasonal,q_learning_phase,77,2426.0000,0.9959,9.1538,476.0000,10.0000
seasonal,q_learning_phase,78,2509.0000,0.9803,8.6346,449.0000,50.0000
seasonal,q_learning_phase,79,2439.0000,0.9760,8.7500,455.0000,60.0000
seasonal,q_learning_phase,80,2966.0000,0.9875,6.2115,323.0000,35.0000
seasonal,q_learning_phase,81,2573.0000,0.9731,7.6731,399.0000,70.0000
seasonal,q_learning_phase,82,2661.0000,0.9719,7.5385,392.0000,75.0000
seasonal,q_learning_phase,83,2724.0000,0.9944,8.2500,429.0000,15.0000
seasonal,q_learning_phase,84,2556.0000,0.9843,8.2692,430.0000,40.0000
seasonal,q_learning_phase,85,2348.0000,0.9776,9.4423,491.0000,55.0000
seasonal,q_learning_phase,86,2155.0000,0.9978,10.8846,566.0000,5.0000
seasonal,q_learning_phase,87,2953.0000,0.9698,4.9615,258.0000,85.0000
seasonal,q_learning_phase,88,2786.0000,0.9658,6.8269,355.0000,95.0000
seasonal,q_learning_phase,89,2679.0000,0.9848,7.7115,401.0000,40.0000
seasonal,q_learning_phase,90,2658.0000,0.9700,7.1154,370.0000,80.0000
seasonal,q_learning_phase,91,2433.0000,0.9802,9.3654,487.0000,50.0000
seasonal,q_learning_phase,92,2367.0000,0.9938,9.2308,480.0000,15.0000
seasonal,q_learning_phase,93,2747.0000,0.9761,7.0769,368.0000,65.0000
seasonal,q_learning_phase,94,2451.0000,0.9762,8.4808,441.0000,60.0000
seasonal,q_learning_phase,95,2465.0000,0.9784,8.6154,448.0000,55.0000
seasonal,q_learning_phase,96,2818.0000,0.9747,6.7692,352.0000,70.0000
seasonal,q_learning_phase,97,2419.0000,0.9722,8.9423,465.0000,70.0000
seasonal,q_learning_phase,98,2446.0000,0.9859,8.7115,453.0000,35.0000
seasonal,q_learning_phase,99,2411.0000,0.9816,8.5385,444.0000,45.0000
seasonal,ppo,0,2205.0000,0.9723,17.7308,922.0000,75.0000
seasonal,ppo,1,1642.0000,0.9515,19.0192,989.0000,115.0000
seasonal,ppo,2,1915.0000,0.9698,18.0000,936.0000,75.0000
seasonal,ppo,3,2190.0000,0.9744,18.6923,972.0000,70.0000
seasonal,ppo,4,1718.0000,0.9412,18.4808,961.0000,145.0000
seasonal,ppo,5,1483.0000,0.9475,20.3462,1058.0000,125.0000
seasonal,ppo,6,2111.0000,0.9526,18.0192,937.0000,130.0000
seasonal,ppo,7,1840.0000,0.9512,19.8462,1032.0000,130.0000
seasonal,ppo,8,1643.0000,0.9573,20.0385,1042.0000,105.0000
seasonal,ppo,9,1933.0000,0.9741,18.7692,976.0000,65.0000
seasonal,ppo,10,2121.0000,0.9706,17.8269,927.0000,80.0000
seasonal,ppo,11,1843.0000,0.9440,18.9615,986.0000,145.0000
seasonal,ppo,12,1850.0000,0.9591,18.6346,969.0000,105.0000
seasonal,ppo,13,2019.0000,0.9466,18.4615,960.0000,145.0000
seasonal,ppo,14,1845.0000,0.9545,18.8077,978.0000,115.0000
seasonal,ppo,15,2059.0000,0.9788,18.7308,974.0000,55.0000
seasonal,ppo,16,1821.0000,0.9386,17.5577,913.0000,160.0000
seasonal,ppo,17,2042.0000,0.9597,18.3077,952.0000,110.0000
seasonal,ppo,18,1717.0000,0.9485,18.9808,987.0000,130.0000
seasonal,ppo,19,2103.0000,0.9560,16.7115,869.0000,120.0000
seasonal,ppo,20,1929.0000,0.9504,18.6346,969.0000,130.0000
seasonal,ppo,21,1926.0000,0.9588,18.1346,943.0000,105.0000
seasonal,ppo,22,2016.0000,0.9601,18.2500,949.0000,105.0000
seasonal,ppo,23,2014.0000,0.9546,18.0000,936.0000,120.0000
seasonal,ppo,24,2013.0000,0.9806,17.8269,927.0000,50.0000
seasonal,ppo,25,1918.0000,0.9859,18.5192,963.0000,35.0000
seasonal,ppo,26,1902.0000,0.9569,18.5000,962.0000,110.0000
seasonal,ppo,27,2088.0000,0.9583,17.7885,925.0000,115.0000
seasonal,ppo,28,2090.0000,0.9421,17.6154,916.0000,160.0000
seasonal,ppo,29,1918.0000,0.9664,18.6731,971.0000,85.0000
seasonal,ppo,30,1943.0000,0.9648,18.5577,965.0000,90.0000
seasonal,ppo,31,2022.0000,0.9554,17.3462,902.0000,120.0000
seasonal,ppo,32,1930.0000,0.9393,18.1346,943.0000,165.0000
seasonal,ppo,33,2226.0000,0.9621,15.9038,827.0000,105.0000
seasonal,ppo,34,1939.0000,0.9421,18.6538,970.0000,155.0000
seasonal,ppo,35,1929.0000,0.9705,19.2308,1000.0000,75.0000
seasonal,ppo,36,2106.0000,0.9524,16.2308,844.0000,130.0000
seasonal,ppo,37,1939.0000,0.9759,18.4038,957.0000,60.0000
seasonal,ppo,38,2073.0000,0.9466,17.8654,929.0000,150.0000
seasonal,ppo,39,1857.0000,0.9362,17.8269,927.0000,170.0000
seasonal,ppo,40,1895.0000,0.9614,18.5577,965.0000,100.0000
seasonal,ppo,41,2012.0000,0.9639,17.3269,901.0000,95.0000
seasonal,ppo,42,2114.0000,0.9505,17.4038,905.0000,135.0000
seasonal,ppo,43,1991.0000,0.9901,19.5769,1018.0000,25.0000
seasonal,ppo,44,1816.0000,0.9557,18.5385,964.0000,110.0000
seasonal,ppo,45,1945.0000,0.9499,17.7500,923.0000,130.0000
seasonal,ppo,46,1949.0000,0.9440,16.9231,880.0000,145.0000
seasonal,ppo,47,1901.0000,0.9665,19.1154,994.0000,85.0000
seasonal,ppo,48,1912.0000,0.9527,18.4808,961.0000,125.0000
seasonal,ppo,49,1742.0000,0.9416,18.6923,972.0000,150.0000
seasonal,ppo,50,1799.0000,0.9411,18.5577,965.0000,150.0000
seasonal,ppo,51,2026.0000,0.9804,18.4231,958.0000,50.0000
seasonal,ppo,52,1980.0000,0.9672,17.4423,907.0000,85.0000
seasonal,ppo,53,1838.0000,0.9780,19.3654,1007.0000,55.0000
seasonal,ppo,54,2162.0000,0.9691,19.0577,991.0000,85.0000
seasonal,ppo,55,1683.0000,0.9590,18.9423,985.0000,100.0000
seasonal,ppo,56,2171.0000,0.9419,16.0385,834.0000,165.0000
seasonal,ppo,57,1779.0000,0.9776,19.3462,1006.0000,55.0000
seasonal,ppo,58,2145.0000,0.9514,17.8462,928.0000,135.0000
seasonal,ppo,59,2030.0000,0.9764,17.8077,926.0000,60.0000
seasonal,ppo,60,1953.0000,0.9669,17.6154,916.0000,85.0000
seasonal,ppo,61,1772.0000,0.9472,18.4038,957.0000,135.0000
seasonal,ppo,62,1620.0000,0.9196,18.2500,949.0000,205.0000
seasonal,ppo,63,1580.0000,0.9459,19.1538,996.0000,130.0000
seasonal,ppo,64,1990.0000,0.9430,18.7115,973.0000,155.0000
seasonal,ppo,65,2151.0000,0.9550,16.6154,864.0000,125.0000
seasonal,ppo,66,2016.0000,0.9654,18.1923,946.0000,90.0000
seasonal,ppo,67,1655.0000,0.9486,19.7308,1026.0000,125.0000
seasonal,ppo,68,1863.0000,0.9539,18.7500,975.0000,120.0000
seasonal,ppo,69,1986.0000,0.9614,18.1154,942.0000,100.0000
seasonal,ppo,70,1953.0000,0.9215,15.8077,822.0000,215.0000
seasonal,ppo,71,2098.0000,0.9699,18.4231,958.0000,80.0000
seasonal,ppo,72,1772.0000,0.9604,18.0577,939.0000,95.0000
seasonal,ppo,73,1632.0000,0.9642,19.0577,991.0000,85.0000
seasonal,ppo,74,2252.0000,0.9586,16.7500,871.0000,115.0000
seasonal,ppo,75,1670.0000,0.9571,19.4423,1011.0000,105.0000
seasonal,ppo,76,2030.0000,0.9560,17.2115,895.0000,115.0000
seasonal,ppo,77,1786.0000,0.9607,18.2500,949.0000,95.0000
seasonal,ppo,78,1927.0000,0.9646,18.5192,963.0000,90.0000
seasonal,ppo,79,1711.0000,0.9401,19.3269,1005.0000,150.0000
seasonal,ppo,80,2165.0000,0.9501,17.9423,933.0000,140.0000
seasonal,ppo,81,1892.0000,0.9463,18.5769,966.0000,140.0000
seasonal,ppo,82,2116.0000,0.9681,17.9808,935.0000,85.0000
seasonal,ppo,83,1942.0000,0.9510,17.6538,918.0000,130.0000
seasonal,ppo,84,1750.0000,0.9548,19.4423,1011.0000,115.0000
seasonal,ppo,85,1763.0000,0.9653,19.8077,1030.0000,85.0000
seasonal,ppo,86,1551.0000,0.9757,20.7692,1080.0000,55.0000
seasonal,ppo,87,2307.0000,0.9698,16.6154,864.0000,85.0000
seasonal,ppo,88,2348.0000,0.9694,16.0577,835.0000,85.0000
seasonal,ppo,89,2077.0000,0.9697,18.3654,955.0000,80.0000
seasonal,ppo,90,1839.0000,0.9270,17.2308,896.0000,195.0000
seasonal,ppo,91,1724.0000,0.9307,18.4808,961.0000,175.0000
seasonal,ppo,92,1751.0000,0.9750,19.9423,1037.0000,60.0000
seasonal,ppo,93,2170.0000,0.9613,17.2500,897.0000,105.0000
seasonal,ppo,94,1724.0000,0.9345,18.7885,977.0000,165.0000
seasonal,ppo,95,1965.0000,0.9686,18.3269,953.0000,80.0000
seasonal,ppo,96,2279.0000,0.9693,17.2692,898.0000,85.0000
seasonal,ppo,97,1631.0000,0.9304,20.0385,1042.0000,175.0000
seasonal,ppo,98,1886.0000,0.9819,18.2885,951.0000,45.0000
seasonal,ppo,99,1824.0000,0.9816,20.2115,1051.0000,45.0000
